Year,Campus,Discipline,Net Stipend,Source
2017,Davis,Life Sciences,24628.32926,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Davis,Life Sciences,25949.34809,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Irvine,Life Sciences,28911.44515,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Irvine,Life Sciences,28994.40262,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Irvine,Life Sciences,29451.86303,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Irvine,Life Sciences,29972.86101,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Los Angeles,Life Sciences,25906.55965,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Los Angeles,Life Sciences,27804.11972,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Los Angeles,Life Sciences,28681.92946,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Los Angeles,Life Sciences,30609.22741,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Merced,Life Sciences,22953.34142,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Merced,Life Sciences,24276.78082,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Merced,Life Sciences,25062.63536,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Merced,Life Sciences,25849.19437,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Riverside,Life Sciences,22060.65289,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Riverside,Life Sciences,23255.85737,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Riverside,Life Sciences,24255.65887,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Riverside,Life Sciences,24359.8838,"""Net cost of attendance"" Infocenter (CSV export)"
2015,San Diego,Life Sciences,26528.31523,"""Net cost of attendance"" Infocenter (CSV export)"
2016,San Diego,Life Sciences,28389.2684,"""Net cost of attendance"" Infocenter (CSV export)"
2017,San Diego,Life Sciences,29174.03856,"""Net cost of attendance"" Infocenter (CSV export)"
2018,San Diego,Life Sciences,27608.13545,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Santa Barbara,Life Sciences,24439.86016,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Santa Barbara,Life Sciences,25510.52845,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Santa Barbara,Life Sciences,26591.59136,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Santa Barbara,Life Sciences,28405.89992,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Santa Cruz,Life Sciences,21086.98998,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Santa Cruz,Life Sciences,21403.20504,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Santa Cruz,Life Sciences,23514.98108,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Santa Cruz,Life Sciences,24015.27214,"""Net cost of attendance"" Infocenter (CSV export)"
2015,San Francisco,Life Sciences,32574.69014,"""Net cost of attendance"" Infocenter (CSV export)"
2016,San Francisco,Life Sciences,34835.46171,"""Net cost of attendance"" Infocenter (CSV export)"
2017,San Francisco,Life Sciences,32656.01642,"""Net cost of attendance"" Infocenter (CSV export)"
2018,San Francisco,Life Sciences,39526.57481,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Berkeley,Physical Sciences,30030.25065,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Berkeley,Physical Sciences,30192.87924,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Berkeley,Physical Sciences,30557.02704,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Berkeley,Physical Sciences,31660.95988,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Davis,Physical Sciences,22483.96722,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Davis,Physical Sciences,22763.7877,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Davis,Physical Sciences,23600.49369,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Davis,Physical Sciences,24651.61458,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Irvine,Physical Sciences,25049.74645,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Irvine,Physical Sciences,25046.10626,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Irvine,Physical Sciences,26319.95658,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Irvine,Physical Sciences,26336.11353,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Los Angeles,Physical Sciences,27505.28045,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Los Angeles,Physical Sciences,29411.34368,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Los Angeles,Physical Sciences,29435.54262,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Los Angeles,Physical Sciences,30473.77858,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Merced,Physical Sciences,24054.87663,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Merced,Physical Sciences,25099.09275,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Merced,Physical Sciences,25497.13878,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Merced,Physical Sciences,25463.44466,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Riverside,Physical Sciences,21818.8816,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Riverside,Physical Sciences,23343.71825,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Riverside,Physical Sciences,24881.10609,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Riverside,Physical Sciences,25834.7389,"""Net cost of attendance"" Infocenter (CSV export)"
2015,San Diego,Physical Sciences,26330.4413,"""Net cost of attendance"" Infocenter (CSV export)"
2016,San Diego,Physical Sciences,26537.68441,"""Net cost of attendance"" Infocenter (CSV export)"
2017,San Diego,Physical Sciences,26958.58951,"""Net cost of attendance"" Infocenter (CSV export)"
2018,San Diego,Physical Sciences,26721.52426,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Santa Barbara,Physical Sciences,26419.6167,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Santa Barbara,Physical Sciences,27335.82316,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Santa Barbara,Physical Sciences,27591.28529,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Santa Barbara,Physical Sciences,28027.05801,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Santa Cruz,Physical Sciences,23122.09495,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Santa Cruz,Physical Sciences,23910.60345,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Santa Cruz,Physical Sciences,24853.04461,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Santa Cruz,Physical Sciences,24970.59357,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Berkeley,Social Sciences,25715.96842,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Berkeley,Social Sciences,27881.39087,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Berkeley,Social Sciences,28372.56216,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Berkeley,Social Sciences,29815.35288,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Davis,Social Sciences,21193.0969,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Davis,Social Sciences,21261.77911,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Davis,Social Sciences,21813.61831,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Davis,Social Sciences,23214.44993,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Irvine,Social Sciences,21842.04914,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Irvine,Social Sciences,22706.02363,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Irvine,Social Sciences,24648.746,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Irvine,Social Sciences,24949.23676,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Los Angeles,Social Sciences,21379.41155,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Los Angeles,Social Sciences,23801.82505,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Los Angeles,Social Sciences,25258.74462,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Los Angeles,Social Sciences,24737.61478,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Merced,Social Sciences,24729.46,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Merced,Social Sciences,24824.78611,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Merced,Social Sciences,25359.39333,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Merced,Social Sciences,27029.79491,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Riverside,Social Sciences,17129.29084,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Riverside,Social Sciences,19246.60508,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Riverside,Social Sciences,21214.04192,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Riverside,Social Sciences,22347.2826,"""Net cost of attendance"" Infocenter (CSV export)"
2015,San Diego,Social Sciences,22645.84673,"""Net cost of attendance"" Infocenter (CSV export)"
2016,San Diego,Social Sciences,23688.03918,"""Net cost of attendance"" Infocenter (CSV export)"
2017,San Diego,Social Sciences,25146.26162,"""Net cost of attendance"" Infocenter (CSV export)"
2018,San Diego,Social Sciences,24651.78672,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Santa Barbara,Social Sciences,15803.22527,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Santa Barbara,Social Sciences,18478.16156,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Santa Barbara,Social Sciences,21563.66302,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Santa Barbara,Social Sciences,21342.50011,"""Net cost of attendance"" Infocenter (CSV export)"
2015,Santa Cruz,Social Sciences,16923.67003,"""Net cost of attendance"" Infocenter (CSV export)"
2016,Santa Cruz,Social Sciences,18318.98287,"""Net cost of attendance"" Infocenter (CSV export)"
2017,Santa Cruz,Social Sciences,20070.7859,"""Net cost of attendance"" Infocenter (CSV export)"
2018,Santa Cruz,Social Sciences,18626.66054,"""Net cost of attendance"" Infocenter (CSV export)"
2015,San Francisco,Social Sciences,14385.7079,"""Net cost of attendance"" Infocenter (CSV export)"
2016,San Francisco,Social Sciences,19421.33582,"""Net cost of attendance"" Infocenter (CSV export)"
2017,San Francisco,Social Sciences,13719.95478,"""Net cost of attendance"" Infocenter (CSV export)"
2018,San Francisco,Social Sciences,14172.49274,"""Net cost of attendance"" Infocenter (CSV export)"
