Year,Campus,Discipline,Net Stipend,Source
2013,Davis,Life Sciences,5943,kt-scrape-excel
2013,Davis,Other,9072,kt-scrape-excel
2013,Davis,Physical Sciences,-7117,kt-scrape-excel
2013,Davis,Professional,11540,kt-scrape-excel
2013,Davis,Social Sciences,11568,kt-scrape-excel
2013,Irvine,Engineering & CS,-20398,kt-scrape-excel
2013,Irvine,Fine Arts,8861,kt-scrape-excel
2013,Irvine,Humanities,9650,kt-scrape-excel
2013,Irvine,Joint/Unknown,-3987,kt-scrape-excel
2013,Irvine,Life Sciences,-3178,kt-scrape-excel
2013,Irvine,Other,313,kt-scrape-excel
2013,Irvine,Physical Sciences,-15534,kt-scrape-excel
2013,Irvine,Professional,-8238,kt-scrape-excel
2013,Irvine,Social Sciences,-5135,kt-scrape-excel
2013,Los Angeles,Engineering & CS,-17275,kt-scrape-excel
2013,Los Angeles,Fine Arts,3084,kt-scrape-excel
2013,Los Angeles,Health Sciences,-11898,kt-scrape-excel
2013,Los Angeles,Humanities,9409,kt-scrape-excel
2013,Los Angeles,Joint/Unknown,7907,kt-scrape-excel
2013,Los Angeles,Life Sciences,4755,kt-scrape-excel
2013,Los Angeles,Other,24099,kt-scrape-excel
2013,Los Angeles,Physical Sciences,3899,kt-scrape-excel
2013,Los Angeles,Social Sciences,11714,kt-scrape-excel
2013,Merced,Engineering & CS,10145,kt-scrape-excel
2013,Merced,Life Sciences,20066,kt-scrape-excel
2013,Merced,Social Sciences,20890,kt-scrape-excel
2013,Riverside,Engineering & CS,-14266,kt-scrape-excel
2013,Riverside,Fine Arts,10411,kt-scrape-excel
2013,Riverside,Humanities,14514,kt-scrape-excel
2013,Riverside,Joint/Unknown,-26558,kt-scrape-excel
2013,Riverside,Life Sciences,52,kt-scrape-excel
2013,Riverside,Physical Sciences,-3128,kt-scrape-excel
2013,Riverside,Social Sciences,-8111,kt-scrape-excel
2013,San Diego,Engineering & CS,-12731,kt-scrape-excel
2013,San Diego,Fine Arts,12414,kt-scrape-excel
2013,San Diego,Humanities,17851,kt-scrape-excel
2013,San Diego,Joint/Unknown,-5539,kt-scrape-excel
2013,San Diego,Life Sciences,1250,kt-scrape-excel
2013,San Diego,Other,-9733,kt-scrape-excel
2013,San Diego,Physical Sciences,-435,kt-scrape-excel
2013,San Francisco,Health Sciences,-2264,kt-scrape-excel
2013,San Francisco,Joint/Unknown,-15329,kt-scrape-excel
2013,San Francisco,Life Sciences,10453,kt-scrape-excel
2013,San Francisco,Other,-23448,kt-scrape-excel
2013,Santa Barbara,Engineering & CS,-8485,kt-scrape-excel
2013,Santa Barbara,Fine Arts,10298,kt-scrape-excel
2013,Santa Barbara,Humanities,2760,kt-scrape-excel
2013,Santa Barbara,Joint/Unknown,5911,kt-scrape-excel
2013,Santa Barbara,Life Sciences,-2519,kt-scrape-excel
2013,Santa Barbara,Other,11409,kt-scrape-excel
2013,Santa Barbara,Physical Sciences,-3641,kt-scrape-excel
2013,Santa Barbara,Social Sciences,-19053,kt-scrape-excel
2013,Santa Cruz,Engineering & CS,-6751,kt-scrape-excel
2013,Santa Cruz,Fine Arts,17454,kt-scrape-excel
2013,Santa Cruz,Humanities,6970,kt-scrape-excel
2013,Santa Cruz,Life Sciences,13219,kt-scrape-excel
2013,Santa Cruz,Physical Sciences,17069,kt-scrape-excel
2013,Santa Cruz,Social Sciences,6535,kt-scrape-excel
2014,Systemwide,Engineering & CS,-14481,kt-scrape-excel
2014,Systemwide,Fine Arts,10760,kt-scrape-excel
2014,Systemwide,Health Sciences,-3189,kt-scrape-excel
2014,Systemwide,Humanities,11778,kt-scrape-excel
2014,Systemwide,Joint/Unknown,-5961,kt-scrape-excel
2014,Systemwide,Life Sciences,2634,kt-scrape-excel
2014,Systemwide,Other,8752,kt-scrape-excel
2014,Systemwide,Physical Sciences,-5087,kt-scrape-excel
2014,Systemwide,Professional,7858,kt-scrape-excel
2014,Systemwide,Social Sciences,-7416,kt-scrape-excel
2014,Berkeley,Engineering & CS,-6172,kt-scrape-excel
2014,Berkeley,Fine Arts,6382,kt-scrape-excel
2014,Berkeley,Health Sciences,7352,kt-scrape-excel
2014,Berkeley,Humanities,11748,kt-scrape-excel
2014,Berkeley,Life Sciences,17260,kt-scrape-excel
2014,Berkeley,Other,18723,kt-scrape-excel
2014,Berkeley,Physical Sciences,-1093,kt-scrape-excel
2014,Berkeley,Social Sciences,14581,kt-scrape-excel
2014,Davis,Engineering & CS,-765,kt-scrape-excel
2014,Davis,Fine Arts,18833,kt-scrape-excel
2014,Davis,Humanities,17131,kt-scrape-excel
2014,Davis,Joint/Unknown,-5468,kt-scrape-excel
2014,Davis,Life Sciences,7244,kt-scrape-excel
2014,Davis,Other,9301,kt-scrape-excel
2014,Davis,Physical Sciences,-11352,kt-scrape-excel
2014,Davis,Professional,10559,kt-scrape-excel
2014,Davis,Social Sciences,6605,kt-scrape-excel
2014,Irvine,Engineering & CS,-21250,kt-scrape-excel
2014,Irvine,Fine Arts,8641,kt-scrape-excel
2014,Irvine,Humanities,11375,kt-scrape-excel
2014,Irvine,Joint/Unknown,938,kt-scrape-excel
2014,Irvine,Life Sciences,-9293,kt-scrape-excel
2014,Irvine,Physical Sciences,-17466,kt-scrape-excel
2014,Irvine,Professional,-8737,kt-scrape-excel
2014,Irvine,Social Sciences,-11946,kt-scrape-excel
2014,Los Angeles,Engineering & CS,-19426,kt-scrape-excel
2014,Los Angeles,Fine Arts,3363,kt-scrape-excel
2014,Los Angeles,Health Sciences,-6731,kt-scrape-excel
2014,Los Angeles,Humanities,7030,kt-scrape-excel
2014,Los Angeles,Joint/Unknown,8491,kt-scrape-excel
2014,Los Angeles,Life Sciences,3279,kt-scrape-excel
2014,Los Angeles,Other,21074,kt-scrape-excel
2014,Los Angeles,Physical Sciences,-105,kt-scrape-excel
2014,Los Angeles,Social Sciences,15617,kt-scrape-excel
2014,Merced,Engineering & CS,9579,kt-scrape-excel
2014,Merced,Joint/Unknown,19484,kt-scrape-excel
2014,Merced,Life Sciences,20523,kt-scrape-excel
2014,Merced,Physical Sciences,22004,kt-scrape-excel
2014,Merced,Social Sciences,19664,kt-scrape-excel
2014,Riverside,Engineering & CS,-18069,kt-scrape-excel
2014,Riverside,Fine Arts,9879,kt-scrape-excel
2014,Riverside,Humanities,14936,kt-scrape-excel
2014,Riverside,Joint/Unknown,-26214,kt-scrape-excel
2014,Riverside,Life Sciences,-4476,kt-scrape-excel
2014,Riverside,Physical Sciences,-125,kt-scrape-excel
2014,Riverside,Social Sciences,-4267,kt-scrape-excel
2014,San Diego,Engineering & CS,-13038,kt-scrape-excel
2014,San Diego,Fine Arts,13839,kt-scrape-excel
2014,San Diego,Humanities,19748,kt-scrape-excel
2014,San Diego,Joint/Unknown,-2576,kt-scrape-excel
2014,San Diego,Life Sciences,-1953,kt-scrape-excel
2014,San Diego,Other,-22797,kt-scrape-excel
2014,San Diego,Physical Sciences,-790,kt-scrape-excel
2014,San Diego,Social Sciences,-7846,kt-scrape-excel
2014,San Francisco,Health Sciences,4461,kt-scrape-excel
2014,San Francisco,Joint/Unknown,-18903,kt-scrape-excel
2014,San Francisco,Other,-20721,kt-scrape-excel
2014,Santa Barbara,Engineering & CS,-7680,kt-scrape-excel
2014,Santa Barbara,Fine Arts,12212,kt-scrape-excel
2014,Santa Barbara,Humanities,1378,kt-scrape-excel
2014,Santa Barbara,Joint/Unknown,6746,kt-scrape-excel
2014,Santa Barbara,Life Sciences,-3154,kt-scrape-excel
2014,Santa Barbara,Other,9313,kt-scrape-excel
2014,Santa Barbara,Physical Sciences,-3598,kt-scrape-excel
2014,Santa Barbara,Social Sciences,-21263,kt-scrape-excel
2014,Santa Cruz,Engineering & CS,-16282,kt-scrape-excel
2014,Santa Cruz,Fine Arts,14235,kt-scrape-excel
2014,Santa Cruz,Humanities,-1705,kt-scrape-excel
2014,Santa Cruz,Life Sciences,11742,kt-scrape-excel
2014,Santa Cruz,Physical Sciences,10643,kt-scrape-excel
2014,Santa Cruz,Social Sciences,-7816,kt-scrape-excel
2015,Systemwide,Engineering & CS,-15988,kt-scrape-excel
2015,Systemwide,Fine Arts,11571,kt-scrape-excel
2015,Systemwide,Health Sciences,-4006,kt-scrape-excel
2015,Systemwide,Humanities,13242,kt-scrape-excel
2015,Systemwide,Joint/Unknown,-3756,kt-scrape-excel
2015,Systemwide,Life Sciences,2438,kt-scrape-excel
2015,Systemwide,Other,3014,kt-scrape-excel
2015,Systemwide,Physical Sciences,-6886,kt-scrape-excel
2015,Systemwide,Professional,10743,kt-scrape-excel
2015,Systemwide,Social Sciences,-7285,kt-scrape-excel
2015,Berkeley,Engineering & CS,-7413,kt-scrape-excel
2015,Berkeley,Fine Arts,6842,kt-scrape-excel
2015,Berkeley,Health Sciences,7144,kt-scrape-excel
2015,Berkeley,Humanities,13072,kt-scrape-excel
2015,Berkeley,Joint/Unknown,25464,kt-scrape-excel
2015,Berkeley,Life Sciences,16888,kt-scrape-excel
2015,Berkeley,Other,24925,kt-scrape-excel
2015,Berkeley,Physical Sciences,7634,kt-scrape-excel
2015,Berkeley,Social Sciences,12076,kt-scrape-excel
2015,Davis,Engineering & CS,-3702,kt-scrape-excel
2015,Davis,Fine Arts,20205,kt-scrape-excel
2015,Davis,Humanities,16367,kt-scrape-excel
2015,Davis,Joint/Unknown,2211,kt-scrape-excel
2015,Davis,Life Sciences,4876,kt-scrape-excel
2015,Davis,Other,8908,kt-scrape-excel
2015,Davis,Physical Sciences,-13325,kt-scrape-excel
2015,Davis,Professional,11678,kt-scrape-excel
2015,Davis,Social Sciences,5487,kt-scrape-excel
2015,Irvine,Engineering & CS,-21888,kt-scrape-excel
2015,Irvine,Fine Arts,8737,kt-scrape-excel
2015,Irvine,Humanities,13179,kt-scrape-excel
2015,Irvine,Joint/Unknown,3357,kt-scrape-excel
2015,Irvine,Life Sciences,-9177,kt-scrape-excel
2015,Irvine,Other,-31838,kt-scrape-excel
2015,Irvine,Physical Sciences,-21635,kt-scrape-excel
2015,Irvine,Professional,3640,kt-scrape-excel
2015,Irvine,Social Sciences,-6225,kt-scrape-excel
2015,Los Angeles,Engineering & CS,-19302,kt-scrape-excel
2015,Los Angeles,Fine Arts,4680,kt-scrape-excel
2015,Los Angeles,Health Sciences,-10302,kt-scrape-excel
2015,Los Angeles,Humanities,11370,kt-scrape-excel
2015,Los Angeles,Joint/Unknown,10026,kt-scrape-excel
2015,Los Angeles,Life Sciences,7180,kt-scrape-excel
2015,Los Angeles,Other,15259,kt-scrape-excel
2015,Los Angeles,Physical Sciences,-1585,kt-scrape-excel
2015,Los Angeles,Social Sciences,9235,kt-scrape-excel
2015,Merced,Engineering & CS,4431,kt-scrape-excel
2015,Merced,Joint/Unknown,15001,kt-scrape-excel
2015,Merced,Life Sciences,22068,kt-scrape-excel
2015,Merced,Social Sciences,23309,kt-scrape-excel
2015,Riverside,Engineering & CS,-19574,kt-scrape-excel
2015,Riverside,Fine Arts,10317,kt-scrape-excel
2015,Riverside,Humanities,15611,kt-scrape-excel
2015,Riverside,Joint/Unknown,-12534,kt-scrape-excel
2015,Riverside,Life Sciences,-12393,kt-scrape-excel
2015,Riverside,Physical Sciences,-4957,kt-scrape-excel
2015,Riverside,Social Sciences,5179,kt-scrape-excel
2015,San Diego,Engineering & CS,-16480,kt-scrape-excel
2015,San Diego,Fine Arts,15144,kt-scrape-excel
2015,San Diego,Humanities,17914,kt-scrape-excel
2015,San Diego,Joint/Unknown,-17575,kt-scrape-excel
2015,San Diego,Life Sciences,292,kt-scrape-excel
2015,San Diego,Other,-16635,kt-scrape-excel
2015,San Diego,Physical Sciences,-4361,kt-scrape-excel
2015,San Diego,Social Sciences,9657,kt-scrape-excel
2015,San Francisco,Health Sciences,15679,kt-scrape-excel
2015,San Francisco,Joint/Unknown,-23870,kt-scrape-excel
2015,Santa Barbara,Engineering & CS,-8238,kt-scrape-excel
2015,Santa Barbara,Fine Arts,13812,kt-scrape-excel
2015,Santa Barbara,Humanities,-5702,kt-scrape-excel
2015,Santa Barbara,Joint/Unknown,13327,kt-scrape-excel
2015,Santa Barbara,Life Sciences,-4022,kt-scrape-excel
2015,Santa Barbara,Other,-1173,kt-scrape-excel
2015,Santa Barbara,Physical Sciences,-6165,kt-scrape-excel
2015,Santa Barbara,Social Sciences,-21839,kt-scrape-excel
2015,Santa Cruz,Engineering & CS,-18010,kt-scrape-excel
2015,Santa Cruz,Fine Arts,15063,kt-scrape-excel
2015,Santa Cruz,Humanities,8920,kt-scrape-excel
2015,Santa Cruz,Joint/Unknown,-10383,kt-scrape-excel
2015,Santa Cruz,Life Sciences,18328,kt-scrape-excel
2015,Santa Cruz,Physical Sciences,10603,kt-scrape-excel
2015,Santa Cruz,Social Sciences,-14419,kt-scrape-excel
2016,Berkeley,Social Sciences,11121,kt-scrape-website
2016,Berkeley,Physical Sciences,10174,kt-scrape-website
2016,Berkeley,Life Sciences,21660,kt-scrape-website
2016,Berkeley,Health Sciences,3785,kt-scrape-website
2016,Berkeley,Humanities,19811,kt-scrape-website
2016,Berkeley,Fine Arts,3698,kt-scrape-website
2016,Berkeley,Engineering & CS,-9575,kt-scrape-website
2016,Davis,Social Sciences,12208,kt-scrape-website
2016,Davis,Physical Sciences,-4135,kt-scrape-website
2016,Davis,Life Sciences,6394,kt-scrape-website
2016,Davis,Health Sciences,16189,kt-scrape-website
2016,Davis,Humanities,19812,kt-scrape-website
2016,Davis,Fine Arts,19323,kt-scrape-website
2016,Davis,Engineering & CS,-3748,kt-scrape-website
2016,Irvine,Social Sciences,-10368,kt-scrape-website
2016,Irvine,Physical Sciences,-24508,kt-scrape-website
2016,Irvine,Life Sciences,-8307,kt-scrape-website
2016,Irvine,Health Sciences,11775,kt-scrape-website
2016,Irvine,Humanities,16800,kt-scrape-website
2016,Irvine,Fine Arts,11202,kt-scrape-website
2016,Irvine,Engineering & CS,-21956,kt-scrape-website
2016,Los Angeles,Social Sciences,12831,kt-scrape-website
2016,Los Angeles,Physical Sciences,-4939,kt-scrape-website
2016,Los Angeles,Life Sciences,9539,kt-scrape-website
2016,Los Angeles,Health Sciences,-1929,kt-scrape-website
2016,Los Angeles,Humanities,24920,kt-scrape-website
2016,Los Angeles,Fine Arts,8086,kt-scrape-website
2016,Los Angeles,Engineering & CS,-17271,kt-scrape-website
2016,Merced,Physical Sciences,25718,kt-scrape-website
2016,Merced,Life Sciences,25736,kt-scrape-website
2016,Merced,Humanities,20772,kt-scrape-website
2016,Merced,Engineering & CS,6623,kt-scrape-website
2016,Riverside,Social Sciences,19503,kt-scrape-website
2016,Riverside,Physical Sciences,-12534,kt-scrape-website
2016,Riverside,Life Sciences,-1333,kt-scrape-website
2016,Riverside,Humanities,16259,kt-scrape-website
2016,Riverside,Fine Arts,12572,kt-scrape-website
2016,Riverside,Engineering & CS,-23147,kt-scrape-website
2016,Santa Barbara,Social Sciences,-574,kt-scrape-website
2016,Santa Barbara,Physical Sciences,-1355,kt-scrape-website
2016,Santa Barbara,Life Sciences,-142,kt-scrape-website
2016,Santa Barbara,Humanities,-27725,kt-scrape-website
2016,Santa Barbara,Fine Arts,13079,kt-scrape-website
2016,Santa Barbara,Engineering & CS,-1884,kt-scrape-website
2016,Santa Cruz,Physical Sciences,2744,kt-scrape-website
2016,Santa Cruz,Life Sciences,18634,kt-scrape-website
2016,Santa Cruz,Humanities,-5805,kt-scrape-website
2016,Santa Cruz,Fine Arts,18267,kt-scrape-website
2016,Santa Cruz,Engineering & CS,-20216,kt-scrape-website
2016,San Diego,Social Sciences,14875,kt-scrape-website
2016,San Diego,Physical Sciences,-3142,kt-scrape-website
2016,San Diego,Life Sciences,1255,kt-scrape-website
2016,San Diego,Humanities,19948,kt-scrape-website
2016,San Diego,Fine Arts,17589,kt-scrape-website
2016,San Diego,Engineering & CS,-16938,kt-scrape-website
2016,San Francisco,Life Sciences,-29599,kt-scrape-website
2016,San Francisco,Health Sciences,-12419,kt-scrape-website
2017,Berkeley,Social Sciences,11637,kt-scrape-website
2017,Berkeley,Physical Sciences,9272,kt-scrape-website
2017,Berkeley,Life Sciences,15545,kt-scrape-website
2017,Berkeley,Humanities,35949,kt-scrape-website
2017,Berkeley,Fine Arts,9383,kt-scrape-website
2017,Berkeley,Engineering & CS,-5610,kt-scrape-website
2017,Davis,Social Sciences,15558,kt-scrape-website
2017,Davis,Physical Sciences,-10729,kt-scrape-website
2017,Davis,Life Sciences,6837,kt-scrape-website
2017,Davis,Health Sciences,20597,kt-scrape-website
2017,Davis,Humanities,19131,kt-scrape-website
2017,Davis,Fine Arts,18944,kt-scrape-website
2017,Davis,Engineering & CS,-3175,kt-scrape-website
2017,Irvine,Social Sciences,-7735,kt-scrape-website
2017,Irvine,Physical Sciences,-19384,kt-scrape-website
2017,Irvine,Life Sciences,-9403,kt-scrape-website
2017,Irvine,Health Sciences,-3359,kt-scrape-website
2017,Irvine,Humanities,14371,kt-scrape-website
2017,Irvine,Fine Arts,10853,kt-scrape-website
2017,Irvine,Engineering & CS,-20588,kt-scrape-website
2017,Los Angeles,Social Sciences,8590,kt-scrape-website
2017,Los Angeles,Physical Sciences,-2822,kt-scrape-website
2017,Los Angeles,Life Sciences,12604,kt-scrape-website
2017,Los Angeles,Health Sciences,-2932,kt-scrape-website
2017,Los Angeles,Humanities,22827,kt-scrape-website
2017,Los Angeles,Fine Arts,6534,kt-scrape-website
2017,Los Angeles,Engineering & CS,-18664,kt-scrape-website
2017,Merced,Social Sciences,30232,kt-scrape-website
2017,Merced,Physical Sciences,28459,kt-scrape-website
2017,Merced,Life Sciences,24193,kt-scrape-website
2017,Merced,Humanities,23122,kt-scrape-website
2017,Merced,Engineering & CS,9600,kt-scrape-website
2017,Riverside,Social Sciences,20860,kt-scrape-website
2017,Riverside,Physical Sciences,-14346,kt-scrape-website
2017,Riverside,Life Sciences,-14302,kt-scrape-website
2017,Riverside,Humanities,17076,kt-scrape-website
2017,Riverside,Fine Arts,15103,kt-scrape-website
2017,Riverside,Engineering & CS,-22655,kt-scrape-website
2017,Santa Barbara,Social Sciences,4119,kt-scrape-website
2017,Santa Barbara,Physical Sciences,1513,kt-scrape-website
2017,Santa Barbara,Life Sciences,-1430,kt-scrape-website
2017,Santa Barbara,Humanities,-22759,kt-scrape-website
2017,Santa Barbara,Fine Arts,19564,kt-scrape-website
2017,Santa Barbara,Engineering & CS,-7570,kt-scrape-website
2017,Santa Cruz,Physical Sciences,-1474,kt-scrape-website
2017,Santa Cruz,Life Sciences,13113,kt-scrape-website
2017,Santa Cruz,Humanities,11083,kt-scrape-website
2017,Santa Cruz,Fine Arts,17281,kt-scrape-website
2017,Santa Cruz,Engineering & CS,-19355,kt-scrape-website
2017,San Diego,Social Sciences,10743,kt-scrape-website
2017,San Diego,Physical Sciences,-3876,kt-scrape-website
2017,San Diego,Life Sciences,-6047,kt-scrape-website
2017,San Diego,Humanities,24187,kt-scrape-website
2017,San Diego,Fine Arts,18023,kt-scrape-website
2017,San Diego,Engineering & CS,-17498,kt-scrape-website
2017,San Francisco,Health Sciences,-14857,kt-scrape-website
2018,Berkeley,Social Sciences,4879,kt-scrape-website
2018,Berkeley,Physical Sciences,2662,kt-scrape-website
2018,Berkeley,Life Sciences,18136,kt-scrape-website
2018,Berkeley,Humanities,7000,kt-scrape-website
2018,Berkeley,Fine Arts,14380,kt-scrape-website
2018,Berkeley,Engineering & CS,-7575,kt-scrape-website
2018,Davis,Social Sciences,14017,kt-scrape-website
2018,Davis,Physical Sciences,-13524,kt-scrape-website
2018,Davis,Life Sciences,7242,kt-scrape-website
2018,Davis,Health Sciences,26835,kt-scrape-website
2018,Davis,Humanities,21373,kt-scrape-website
2018,Davis,Fine Arts,19835,kt-scrape-website
2018,Davis,Engineering & CS,-8285,kt-scrape-website
2018,Irvine,Social Sciences,-17949,kt-scrape-website
2018,Irvine,Physical Sciences,-14556,kt-scrape-website
2018,Irvine,Life Sciences,-2596,kt-scrape-website
2018,Irvine,Health Sciences,-9972,kt-scrape-website
2018,Irvine,Humanities,19869,kt-scrape-website
2018,Irvine,Fine Arts,10245,kt-scrape-website
2018,Irvine,Engineering & CS,-19939,kt-scrape-website
2018,Los Angeles,Social Sciences,9516,kt-scrape-website
2018,Los Angeles,Physical Sciences,-2388,kt-scrape-website
2018,Los Angeles,Life Sciences,6059,kt-scrape-website
2018,Los Angeles,Health Sciences,-5623,kt-scrape-website
2018,Los Angeles,Humanities,29715,kt-scrape-website
2018,Los Angeles,Fine Arts,4870,kt-scrape-website
2018,Los Angeles,Engineering & CS,-16897,kt-scrape-website
2018,Merced,Physical Sciences,30651,kt-scrape-website
2018,Merced,Life Sciences,28158,kt-scrape-website
2018,Merced,Humanities,16655,kt-scrape-website
2018,Merced,Engineering & CS,2711,kt-scrape-website
2018,Riverside,Social Sciences,-3586,kt-scrape-website
2018,Riverside,Physical Sciences,-9690,kt-scrape-website
2018,Riverside,Life Sciences,3029,kt-scrape-website
2018,Riverside,Humanities,18265,kt-scrape-website
2018,Riverside,Fine Arts,15339,kt-scrape-website
2018,Riverside,Engineering & CS,-22551,kt-scrape-website
2018,Santa Barbara,Social Sciences,8568,kt-scrape-website
2018,Santa Barbara,Physical Sciences,12506,kt-scrape-website
2018,Santa Barbara,Life Sciences,976,kt-scrape-website
2018,Santa Barbara,Humanities,2592,kt-scrape-website
2018,Santa Barbara,Fine Arts,17429,kt-scrape-website
2018,Santa Barbara,Engineering & CS,-8164,kt-scrape-website
2018,Santa Cruz,Physical Sciences,-6193,kt-scrape-website
2018,Santa Cruz,Life Sciences,10661,kt-scrape-website
2018,Santa Cruz,Humanities,7151,kt-scrape-website
2018,Santa Cruz,Fine Arts,8858,kt-scrape-website
2018,Santa Cruz,Engineering & CS,-15907,kt-scrape-website
2018,San Diego,Social Sciences,15514,kt-scrape-website
2018,San Diego,Physical Sciences,-7856,kt-scrape-website
2018,San Diego,Life Sciences,-2791,kt-scrape-website
2018,San Diego,Humanities,25987,kt-scrape-website
2018,San Diego,Fine Arts,17028,kt-scrape-website
2018,San Diego,Engineering & CS,-19136,kt-scrape-website
2018,San Francisco,Health Sciences,8442,kt-scrape-website
